park_code,park_states,park_id,park_name,amenity_id,amenity_name,activity_id,activity_name,park_designation,park_url,park_latitude,park_longitude,min_summer_temp,max_summer_temp,min_winter_temp,max_winter_temp,min_spring_temp,max_spring_temp,min_fall_temp,max_fall_temp
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,5BDFF349-2F74-490E-A33E-C35286152050,Bicycle - Rack,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,48562BFB-834B-43F2-B865-E174C372032B,Cellular Signal,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,91062A96-BF79-4719-9679-BB5461B7620A,Dock/Pier,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,1C1B932D-32B6-4BAA-8AA6-497F08CC22BF,Electrical Outlet/Cell Phone Charging,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,AB14DDED-4C61-4842-9D1F-1C9578A10802,Elevator,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,802BE109-511F-47D9-84D5-18DDA1C90771,Fire Extinguisher,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,0A4F29B3-7FC1-4D4A-BD71-3B7E08CD4BCC,Fire Pit,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,5BA727FA-943D-418D-A238-44127EBA6EDB,First Aid Kit Available,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,3B482494-83EF-48D9-A626-FC00EFD4F4A4,Food/Drink - Ice Cream,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,2F798138-5D0A-468E-96DA-0A07F03031B0,Food/Drink - Restaurant/Table Service,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,3476E39B-5402-4999-99B3-AC8F030629E7,Gifts/Souvenirs/Books,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,6E639F57-CC17-40FB-B6A0-452652066187,Grill,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,2856392B-17A7-4413-8521-C13A8D2188EB,Historical/Interpretive Information/Exhibits,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,0AF7920C-2F54-42A7-88CA-F2EEBCB15655,Information,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,80E207D6-E9C3-4075-9823-26D23E963FA2,Information Kiosk/Bulletin Board,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,B760D6E2-3616-4D8B-ABF2-B875B7966831,Parking - Auto,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,0965B1F3-A824-4A31-98C9-86CCD2889220,Parking - Bus/RV,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,DAB8DE0A-44A2-4AB5-8914-9528BF9413DB,Picnic Shelter/Pavilion,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,6B68B30A-40C9-4745-9397-4899B59B0B7E,Picnic Table,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,4706077B-00CB-4D07-80C7-48B2D5ADEFA2,Recycling,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,2883D965-1CA4-4858-B759-A5866CA8A188,Restroom,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,75F2DA2A-1741-445A-9FA7-B63A81E4BD7F,Restroom - Accessible,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,D6220FCB-F005-4C26-942C-2BE168819AE3,Restroom - Family,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,79247274-A3FB-42C4-9361-45A2BFADE78C,Scenic View/Photo Spot,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,1FF653F6-1F20-425C-A16A-B8D6210CD759,Tactile Exhibit,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,CC4A51EF-1CB8-4625-9A9B-3AC77AF2F668,Toilet - Flush,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,F84C0528-0D1A-45A2-B644-B3C059B3D224,Toilet - Vault/Composting,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,39BE9614-4284-4B29-A650-AB2E7215C58B,Trailhead,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,4D4C1C32-793D-4440-8098-DBCA0126EDFD,Trash/Litter Receptacles,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,23682251-700A-4DE2-8FD8-BD680F53DF82,Water - Bottle-Filling Station,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,9A652919-D548-4850-8053-798CDC2C762B,Water - Drinking/Potable,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,EAB59B1F-2FA1-4545-A322-2C19149AF7FC,Wheelchair Accessible,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
cuva,OH,F4D44F29-3F67-498F-B05B-0783473D2708,Cuyahoga Valley National Park,1CF3D18E-C6A7-4462-9990-86B59383A9C3,Wheelchairs Available,,,National Park,http://www.nps.gov/cuva/,41.26093905,-81.57116722,63.5,80.1,17.0,35.6,15.0,38.2,47.3,70.9
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,A1B0AD01-740C-41E7-8412-FBBEDD5F1443,ATM/Cash Machine,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,4E4D076A-6866-46C8-A28B-A129E2B8F3DB,Accessible Rooms,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,04D29064-B9A1-4031-AD0E-98E31EF69604,Accessible Sites,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,B509969B-F06A-4DCC-BBB3-134964D896E2,Amphitheater,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,64D6A0A9-8219-4B57-97A9-9DFB527831F8,Aquatic Invasive Species Inspection,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,7029B5F0-D918-4E8A-B066-6F221BB8C061,Backcountry Permits,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,63734D6E-3330-4EED-B916-52B3F625A091,Beach/Water Access,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,7C64C0C4-5535-4E78-A04C-F78EBBFC3DAD,Bear Spray Purchase/Rental,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,20291812-E85C-4A84-B8A2-E31C8D149704,Benches/Seating,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,5BDFF349-2F74-490E-A33E-C35286152050,Bicycle - Rack,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,EDA44DDD-DC61-4EAE-84AD-78FA52D98406,Bicycle - Rental,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,DBADDA45-B695-4214-98D7-D3F886489421,Bicycle - Repair,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,1FDBBA99-3E2C-4AAB-AEE3-35B015F744E7,Boat Ramp,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,FB1516EF-7AC9-4A58-B6CC-6F982890011B,Boat Rental,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,DA9F2E5C-E46B-4F62-893E-4364D35931DC,Bus/Shuttle Stop,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,73C1C87E-F4EC-464D-BAEE-1F95876C24F4,Canoe/Kayak/Small Boat Launch,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,48562BFB-834B-43F2-B865-E174C372032B,Cellular Signal,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,91062A96-BF79-4719-9679-BB5461B7620A,Dock/Pier,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,1C1B932D-32B6-4BAA-8AA6-497F08CC22BF,Electrical Outlet/Cell Phone Charging,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,63C7E515-6380-4092-83ED-FE1177F72A36,Ferry - Passenger,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,0A4F29B3-7FC1-4D4A-BD71-3B7E08CD4BCC,Fire Pit,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,383F944C-35BA-43E3-8EEA-24953836B8C5,Food/Drink - Bar/Alcohol For Sale,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,5D1ADBE5-E75D-4657-9577-FB5A6A90C7F9,Food/Drink - Coffee,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,3B482494-83EF-48D9-A626-FC00EFD4F4A4,Food/Drink - Ice Cream,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,2F798138-5D0A-468E-96DA-0A07F03031B0,Food/Drink - Restaurant/Table Service,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,3476E39B-5402-4999-99B3-AC8F030629E7,Gifts/Souvenirs/Books,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,6E639F57-CC17-40FB-B6A0-452652066187,Grill,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,8741D9DE-239A-4739-9920-4844BB587E6A,Groceries/Convenience Items,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,2856392B-17A7-4413-8521-C13A8D2188EB,Historical/Interpretive Information/Exhibits,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,EC76D4B1-F391-45EB-AEC4-DC96B3F58194,Ice,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,0AF7920C-2F54-42A7-88CA-F2EEBCB15655,Information,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,80E207D6-E9C3-4075-9823-26D23E963FA2,Information Kiosk/Bulletin Board,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,9EA123B3-E118-4BE9-BF49-EE93F1BA645B,Internet/WiFi Available,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,8AAA9B54-1797-4B6E-8F62-AC33F6BAD3E6,Junior Ranger Activity,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,1D89D866-66BC-4CB9-9640-0291F984C29B,Junior Ranger Booklet Available,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,B760D6E2-3616-4D8B-ABF2-B875B7966831,Parking - Auto,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,EDA1E992-DA2B-4933-A7AD-23E3B7BFA602,Parking - Boat Trailer,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,0965B1F3-A824-4A31-98C9-86CCD2889220,Parking - Bus/RV,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,24140B47-F8FE-4046-BB6A-817F9E165959,Permits Issued,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,D7D63B75-2A7E-4715-856A-D8479DB9602A,Pets Allowed,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,6B68B30A-40C9-4745-9397-4899B59B0B7E,Picnic Table,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,A0038A57-E213-46E7-BD5F-40E9AE18014F,Public Transit,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,4706077B-00CB-4D07-80C7-48B2D5ADEFA2,Recycling,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,2883D965-1CA4-4858-B759-A5866CA8A188,Restroom,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,75F2DA2A-1741-445A-9FA7-B63A81E4BD7F,Restroom - Accessible,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,D6220FCB-F005-4C26-942C-2BE168819AE3,Restroom - Family,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,3AE99969-54E5-4A4E-AE43-5A11209D0120,Restroom - Seasonal,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,79247274-A3FB-42C4-9361-45A2BFADE78C,Scenic View/Photo Spot,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,94E21603-85F3-48C5-96B6-556E46FA2518,Showers,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,94006F6C-4EEF-489C-B8E6-FF1565E25F84,Supplies - General,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
glac,MT,2B5178C6-2446-488C-AC31-47E3CEBF7159,Glacier National Park,E1467219-BFA0-4A9F-AB38-3B35E3CEC067,Tent Campsites,,,National Park,http://www.nps.gov/glac/,48.68414678,-113.8009306,23.4,38.6,12.3,17.7,5.4,24.6,36.2,41.5
